version_id,title_id,version_type,resolution,frame_rate,audio_channels,hdr_format,file_size_gb,is_localized,created_date
VER_TITLE_000065_003,TITLE_000065,Remastered,HD,23.976,7.1,HDR10+,88.31,True,2025-06-18 22:32:41.946213
VER_TITLE_000065_004,TITLE_000065,Original,4K,23.976,2.0,Dolby Vision,244.19,True,2026-03-07 22:32:41.946223
VER_TITLE_000066_000,TITLE_000066,Edited,8K,30,7.1,HDR10,34.75,False,2025-07-16 22:32:41.946377
VER_TITLE_000066_001,TITLE_000066,Edited,HD,23.976,7.1,HDR10,323.3,True,2025-12-11 22:32:41.946407
VER_TITLE_000066_002,TITLE_000066,Remastered,8K,24,5.1,HDR10,285.6,True,2026-03-18 22:32:41.946412
VER_TITLE_000067_000,TITLE_000067,Original,8K,29.97,5.1,HDR10+,447.46,False,2025-09-16 22:32:41.946520
VER_TITLE_000067_001,TITLE_000067,Original,8K,30,Atmos,HDR10+,191.72,False,2026-03-28 22:32:41.946527
VER_TITLE_000067_002,TITLE_000067,Original,4K,50,5.1,None,481.11,False,2026-03-29 22:32:41.946532
VER_TITLE_000067_003,TITLE_000067,Localized,8K,23.976,Atmos,Dolby Vision,116.96,False,2025-07-31 22:32:41.946537
VER_TITLE_000067_004,TITLE_000067,Remastered,4K,50,2.0,HDR10,17.12,True,2026-02-11 22:32:41.946542
VER_TITLE_000067_005,TITLE_000067,Localized,8K,50,7.1,SDR,447.8,False,2026-01-04 22:32:41.946547
VER_TITLE_000068_000,TITLE_000068,Localized,8K,29.97,7.1,SDR,235.83,False,2026-03-23 22:32:41.946582
VER_TITLE_000068_001,TITLE_000068,Localized,HD,29.97,5.1,Dolby Vision,272.01,True,2025-08-28 22:32:41.946587
VER_TITLE_000068_002,TITLE_000068,Localized,HD,23.976,2.0,None,451.66,False,2026-02-14 22:32:41.946591
VER_TITLE_000068_003,TITLE_000068,Localized,4K,24,Atmos,Dolby Vision,53.8,False,2026-01-17 22:32:41.946596
VER_TITLE_000069_000,TITLE_000069,Original,8K,50,7.1,Dolby Vision,159.92,True,2025-12-04 22:32:41.946623
VER_TITLE_000069_001,TITLE_000069,Remastered,HD,30,Atmos,SDR,173.15,False,2025-08-10 22:32:41.946628
VER_TITLE_000069_002,TITLE_000069,Edited,HD,50,5.1,HDR10+,464.11,True,2026-03-19 22:32:41.946632
VER_TITLE_000069_003,TITLE_000069,Localized,HD,25,5.1,None,85.34,True,2025-12-25 22:32:41.946636
VER_TITLE_000069_004,TITLE_000069,Localized,HD,29.97,Atmos,HDR10,403.51,True,2026-02-02 22:32:41.946655
VER_TITLE_000070_000,TITLE_000070,Localized,HD,23.976,Atmos,Dolby Vision,357.06,True,2026-01-17 22:32:41.946690
VER_TITLE_000070_001,TITLE_000070,Localized,4K,29.97,2.0,None,81.27,False,2025-11-29 22:32:41.946696
VER_TITLE_000070_002,TITLE_000070,Original,HD,24,5.1,HDR10+,253.07,True,2025-07-04 22:32:41.946700
VER_TITLE_000071_000,TITLE_000071,Original,8K,60,5.1,HDR10,73.91,True,2026-04-26 22:32:41.946727
VER_TITLE_000071_001,TITLE_000071,Edited,4K,23.976,Atmos,HDR10+,61.29,True,2025-06-01 22:32:41.946732
VER_TITLE_000071_002,TITLE_000071,Edited,8K,25,2.0,Dolby Vision,273.82,True,2026-04-27 22:32:41.946736
VER_TITLE_000071_003,TITLE_000071,Original,4K,23.976,Atmos,HDR10+,435.49,False,2025-08-22 22:32:41.946740
VER_TITLE_000071_004,TITLE_000071,Remastered,HD,23.976,5.1,Dolby Vision,325.57,True,2025-11-08 22:32:41.946745
VER_TITLE_000072_000,TITLE_000072,Edited,HD,29.97,Atmos,Dolby Vision,148.07,False,2026-02-27 22:32:41.946769
VER_TITLE_000072_001,TITLE_000072,Remastered,4K,29.97,7.1,Dolby Vision,90.33,False,2025-08-29 22:32:41.946776
VER_TITLE_000072_002,TITLE_000072,Original,8K,23.976,Atmos,HDR10+,47.38,True,2026-03-02 22:32:41.946780
VER_TITLE_000073_000,TITLE_000073,Original,4K,25,7.1,HDR10+,383.21,False,2025-08-07 22:32:41.946805
VER_TITLE_000074_000,TITLE_000074,Localized,8K,24,Atmos,None,109.75,False,2025-08-19 22:32:41.946829
VER_TITLE_000075_000,TITLE_000075,Original,4K,29.97,7.1,HDR10+,404.84,False,2025-09-11 22:32:41.946853
VER_TITLE_000075_001,TITLE_000075,Localized,8K,29.97,2.0,SDR,97.08,True,2025-11-30 22:32:41.946858
VER_TITLE_000075_002,TITLE_000075,Remastered,HD,23.976,2.0,SDR,318.19,False,2025-12-14 22:32:41.946863
VER_TITLE_000075_003,TITLE_000075,Remastered,4K,25,7.1,Dolby Vision,415.41,True,2025-07-20 22:32:41.946867
VER_TITLE_000075_004,TITLE_000075,Localized,8K,50,Atmos,None,39.21,True,2025-12-04 22:32:41.946871
VER_TITLE_000076_000,TITLE_000076,Localized,4K,23.976,Atmos,SDR,120.19,False,2025-12-24 22:32:41.946894
VER_TITLE_000076_001,TITLE_000076,Original,8K,50,7.1,None,72.05,False,2025-06-21 22:32:41.946899
VER_TITLE_000076_002,TITLE_000076,Original,HD,50,5.1,HDR10,185.68,False,2026-03-15 22:32:41.946904
VER_TITLE_000076_003,TITLE_000076,Original,4K,60,2.0,HDR10+,51.19,True,2025-05-28 22:32:41.946908
VER_TITLE_000077_000,TITLE_000077,Original,4K,60,Atmos,None,347.63,True,2026-05-10 22:32:41.946932
VER_TITLE_000077_001,TITLE_000077,Edited,4K,60,7.1,HDR10,419.86,False,2025-07-26 22:32:41.946938
VER_TITLE_000077_002,TITLE_000077,Localized,HD,29.97,2.0,HDR10+,194.34,False,2025-07-09 22:32:41.946942
VER_TITLE_000078_000,TITLE_000078,Edited,HD,30,7.1,HDR10,251.94,True,2026-03-21 22:32:41.946966
VER_TITLE_000078_001,TITLE_000078,Localized,8K,24,5.1,SDR,404.07,True,2026-01-26 22:32:41.946971
VER_TITLE_000078_002,TITLE_000078,Localized,HD,24,5.1,Dolby Vision,153.19,True,2026-05-18 22:32:41.946975
VER_TITLE_000078_003,TITLE_000078,Original,4K,25,7.1,None,192.99,False,2026-03-28 22:32:41.946980
VER_TITLE_000078_004,TITLE_000078,Remastered,4K,60,2.0,None,281.49,False,2026-02-13 22:32:41.946984
VER_TITLE_000078_005,TITLE_000078,Localized,4K,60,7.1,HDR10+,10.35,True,2025-09-19 22:32:41.946988
VER_TITLE_000079_000,TITLE_000079,Localized,4K,30,2.0,None,172.93,False,2026-01-28 22:32:41.947012
VER_TITLE_000079_001,TITLE_000079,Localized,4K,25,Atmos,HDR10,322.73,True,2026-04-22 22:32:41.947016
VER_TITLE_000079_002,TITLE_000079,Edited,8K,60,7.1,HDR10,258.51,True,2026-01-17 22:32:41.947020
VER_TITLE_000080_000,TITLE_000080,Edited,8K,29.97,5.1,SDR,229.23,False,2025-08-11 22:32:41.947043
VER_TITLE_000080_001,TITLE_000080,Original,8K,24,2.0,Dolby Vision,218.83,True,2026-05-02 22:32:41.947048
VER_TITLE_000080_002,TITLE_000080,Localized,8K,50,2.0,HDR10+,177.32,False,2026-02-01 22:32:41.947052
VER_TITLE_000080_003,TITLE_000080,Original,8K,60,5.1,HDR10+,167.65,False,2025-07-25 22:32:41.947056
VER_TITLE_000080_004,TITLE_000080,Edited,HD,23.976,Atmos,HDR10+,476.0,False,2025-11-05 22:32:41.947061
VER_TITLE_000081_000,TITLE_000081,Localized,HD,30,2.0,Dolby Vision,450.38,True,2026-02-07 22:32:41.947083
VER_TITLE_000081_001,TITLE_000081,Remastered,HD,25,Atmos,HDR10+,128.29,False,2025-07-31 22:32:41.947088
VER_TITLE_000081_002,TITLE_000081,Localized,4K,23.976,2.0,Dolby Vision,316.54,False,2025-10-03 22:32:41.947092
VER_TITLE_000081_003,TITLE_000081,Original,8K,29.97,7.1,SDR,253.68,True,2025-06-13 22:32:41.947097
VER_TITLE_000081_004,TITLE_000081,Remastered,HD,23.976,2.0,HDR10,268.87,True,2025-07-30 22:32:41.947100
VER_TITLE_000082_000,TITLE_000082,Edited,8K,60,Atmos,Dolby Vision,211.83,False,2026-03-05 22:32:41.947124
VER_TITLE_000082_001,TITLE_000082,Localized,8K,30,Atmos,Dolby Vision,98.66,False,2025-08-11 22:32:41.947129
VER_TITLE_000082_002,TITLE_000082,Remastered,HD,29.97,2.0,SDR,73.4,True,2025-11-02 22:32:41.947133
VER_TITLE_000083_000,TITLE_000083,Edited,8K,50,7.1,Dolby Vision,93.79,True,2026-01-01 22:32:41.947157
VER_TITLE_000083_001,TITLE_000083,Edited,8K,23.976,2.0,Dolby Vision,184.18,True,2025-07-26 22:32:41.947161
VER_TITLE_000083_002,TITLE_000083,Localized,HD,29.97,2.0,HDR10+,482.63,False,2026-04-28 22:32:41.947166
VER_TITLE_000083_003,TITLE_000083,Edited,8K,50,2.0,SDR,322.78,False,2025-09-05 22:32:41.947170
VER_TITLE_000083_004,TITLE_000083,Original,HD,24,2.0,SDR,199.34,False,2026-03-01 22:32:41.947174
VER_TITLE_000083_005,TITLE_000083,Original,8K,25,5.1,None,153.47,False,2026-01-31 22:32:41.947178
VER_TITLE_000084_000,TITLE_000084,Localized,8K,60,7.1,SDR,121.14,True,2025-09-09 22:32:41.947203
VER_TITLE_000084_001,TITLE_000084,Localized,4K,23.976,2.0,SDR,251.97,False,2026-04-15 22:32:41.947209
VER_TITLE_000085_000,TITLE_000085,Original,HD,23.976,5.1,HDR10,283.83,True,2025-09-22 22:32:41.947232
VER_TITLE_000085_001,TITLE_000085,Edited,4K,23.976,2.0,Dolby Vision,404.27,False,2025-10-31 22:32:41.947237
VER_TITLE_000085_002,TITLE_000085,Localized,4K,50,2.0,HDR10+,331.88,False,2025-10-07 22:32:41.947241
VER_TITLE_000085_003,TITLE_000085,Edited,HD,60,7.1,None,491.19,False,2026-01-26 22:32:41.947245
VER_TITLE_000085_004,TITLE_000085,Original,4K,24,Atmos,HDR10,277.01,True,2025-12-02 22:32:41.947249
VER_TITLE_000086_000,TITLE_000086,Localized,8K,29.97,7.1,Dolby Vision,413.89,True,2026-05-20 22:32:41.947273
VER_TITLE_000086_001,TITLE_000086,Remastered,8K,30,5.1,SDR,411.38,True,2026-05-17 22:32:41.947277
VER_TITLE_000086_002,TITLE_000086,Original,HD,25,2.0,HDR10+,166.98,False,2026-02-20 22:32:41.947281
VER_TITLE_000086_003,TITLE_000086,Remastered,HD,25,Atmos,HDR10,195.33,False,2026-01-08 22:32:41.947286
VER_TITLE_000086_004,TITLE_000086,Original,8K,23.976,7.1,HDR10,454.7,True,2025-08-27 22:32:41.947290
VER_TITLE_000087_000,TITLE_000087,Localized,HD,50,2.0,HDR10+,70.93,False,2025-12-07 22:32:41.947314
VER_TITLE_000087_001,TITLE_000087,Remastered,8K,29.97,5.1,SDR,120.43,False,2026-02-25 22:32:41.947318
VER_TITLE_000087_002,TITLE_000087,Original,8K,50,2.0,SDR,129.33,False,2026-03-19 22:32:41.947323
VER_TITLE_000088_000,TITLE_000088,Remastered,8K,50,5.1,None,450.14,True,2025-10-31 22:32:41.947346
VER_TITLE_000089_000,TITLE_000089,Edited,HD,60,5.1,None,277.36,True,2025-08-08 22:32:41.947370
VER_TITLE_000089_001,TITLE_000089,Localized,4K,29.97,5.1,HDR10+,172.09,True,2025-06-21 22:32:41.947375
VER_TITLE_000089_002,TITLE_000089,Original,8K,24,5.1,Dolby Vision,396.8,True,2025-12-29 22:32:41.947379
VER_TITLE_000089_003,TITLE_000089,Original,HD,24,7.1,Dolby Vision,370.19,False,2025-06-12 22:32:41.947383
VER_TITLE_000090_000,TITLE_000090,Remastered,8K,30,5.1,HDR10,362.71,False,2025-08-03 22:32:41.947407
VER_TITLE_000091_000,TITLE_000091,Edited,4K,60,Atmos,None,485.84,True,2025-10-05 22:32:41.947429
VER_TITLE_000092_000,TITLE_000092,Remastered,4K,30,7.1,HDR10+,217.84,False,2025-12-21 22:32:41.947452
VER_TITLE_000092_001,TITLE_000092,Localized,4K,29.97,7.1,HDR10,160.93,True,2026-02-20 22:32:41.947456
VER_TITLE_000092_002,TITLE_000092,Remastered,HD,60,2.0,HDR10+,144.59,True,2025-11-26 22:32:41.947460
VER_TITLE_000092_003,TITLE_000092,Original,8K,23.976,7.1,SDR,369.26,False,2025-12-16 22:32:41.947465
VER_TITLE_000092_004,TITLE_000092,Original,4K,60,2.0,None,149.61,True,2025-06-15 22:32:41.947469
VER_TITLE_000093_000,TITLE_000093,Original,HD,24,2.0,None,401.0,True,2025-06-17 22:32:41.947493
VER_TITLE_000093_001,TITLE_000093,Localized,4K,29.97,5.1,HDR10,459.69,True,2025-12-25 22:32:41.947498
VER_TITLE_000093_002,TITLE_000093,Original,8K,60,2.0,SDR,279.68,False,2025-09-15 22:32:41.947502
VER_TITLE_000093_003,TITLE_000093,Edited,HD,50,7.1,None,142.27,True,2026-03-09 22:32:41.947506
VER_TITLE_000093_004,TITLE_000093,Remastered,4K,24,7.1,HDR10,450.02,False,2026-04-16 22:32:41.947510
VER_TITLE_000094_000,TITLE_000094,Original,8K,24,7.1,SDR,285.13,True,2026-04-19 22:32:41.947533
VER_TITLE_000094_001,TITLE_000094,Remastered,8K,50,7.1,None,145.41,True,2026-01-18 22:32:41.947537
VER_TITLE_000095_000,TITLE_000095,Edited,8K,50,2.0,HDR10,324.58,True,2025-08-09 22:32:41.947562
VER_TITLE_000095_001,TITLE_000095,Edited,4K,25,7.1,HDR10+,291.42,True,2025-10-13 22:32:41.947567
VER_TITLE_000096_000,TITLE_000096,Localized,8K,60,Atmos,None,229.15,True,2025-11-19 22:32:41.947628
VER_TITLE_000096_001,TITLE_000096,Remastered,HD,29.97,2.0,None,341.16,False,2026-01-08 22:32:41.947635
VER_TITLE_000096_002,TITLE_000096,Remastered,8K,30,7.1,SDR,94.37,False,2025-06-23 22:32:41.947639
VER_TITLE_000096_003,TITLE_000096,Edited,HD,23.976,Atmos,SDR,265.48,False,2025-12-08 22:32:41.947644
VER_TITLE_000097_000,TITLE_000097,Edited,HD,23.976,Atmos,SDR,102.08,True,2026-03-04 22:32:41.947681
VER_TITLE_000097_001,TITLE_000097,Original,4K,23.976,5.1,Dolby Vision,245.17,True,2025-11-07 22:32:41.947686
VER_TITLE_000097_002,TITLE_000097,Original,8K,23.976,2.0,HDR10+,45.32,True,2025-11-28 22:32:41.947690
VER_TITLE_000097_003,TITLE_000097,Original,8K,60,5.1,Dolby Vision,131.36,True,2026-05-18 22:32:41.947694
VER_TITLE_000097_004,TITLE_000097,Localized,8K,60,7.1,SDR,311.37,True,2026-03-29 22:32:41.947698
VER_TITLE_000098_000,TITLE_000098,Localized,4K,24,7.1,HDR10,385.1,False,2025-09-27 22:32:41.947724
VER_TITLE_000099_000,TITLE_000099,Remastered,HD,50,5.1,HDR10+,93.74,False,2025-05-23 22:32:41.947749
VER_TITLE_000099_001,TITLE_000099,Localized,8K,60,2.0,HDR10+,59.41,False,2025-10-10 22:32:41.947754
VER_TITLE_000099_002,TITLE_000099,Remastered,4K,23.976,Atmos,HDR10,417.21,False,2025-06-25 22:32:41.947759
VER_TITLE_000099_003,TITLE_000099,Localized,HD,60,2.0,HDR10+,306.53,True,2026-02-25 22:32:41.947763
VER_TITLE_000100_000,TITLE_000100,Localized,4K,25,2.0,Dolby Vision,10.52,False,2025-09-13 22:32:41.947786
VER_TITLE_000100_001,TITLE_000100,Remastered,4K,30,7.1,HDR10+,379.89,True,2026-04-24 22:32:41.947791
VER_TITLE_000100_002,TITLE_000100,Edited,4K,24,7.1,Dolby Vision,68.37,True,2026-01-08 22:32:41.947795
VER_TITLE_000101_000,TITLE_000101,Localized,HD,60,2.0,HDR10,189.02,False,2025-07-03 22:32:41.947821
VER_TITLE_000102_000,TITLE_000102,Remastered,HD,60,2.0,HDR10,240.91,False,2025-05-26 22:32:41.947844
VER_TITLE_000102_001,TITLE_000102,Localized,4K,30,Atmos,HDR10,176.67,True,2025-09-29 22:32:41.947849
VER_TITLE_000102_002,TITLE_000102,Remastered,8K,60,7.1,SDR,152.39,False,2026-05-11 22:32:41.947854
VER_TITLE_000102_003,TITLE_000102,Original,4K,25,2.0,HDR10+,299.75,False,2026-01-05 22:32:41.947859
VER_TITLE_000102_004,TITLE_000102,Edited,4K,50,7.1,SDR,220.67,False,2025-08-26 22:32:41.947863
VER_TITLE_000102_005,TITLE_000102,Remastered,8K,25,Atmos,HDR10+,45.83,True,2026-04-06 22:32:41.947867
VER_TITLE_000103_000,TITLE_000103,Localized,8K,23.976,2.0,None,18.26,True,2025-05-30 22:32:41.947893
VER_TITLE_000104_000,TITLE_000104,Original,HD,30,5.1,Dolby Vision,210.63,True,2025-07-11 22:32:41.947917
VER_TITLE_000104_001,TITLE_000104,Localized,4K,25,7.1,SDR,216.31,False,2026-04-16 22:32:41.947923
VER_TITLE_000104_002,TITLE_000104,Localized,4K,60,5.1,None,433.19,True,2026-01-17 22:32:41.947927
VER_TITLE_000104_003,TITLE_000104,Localized,4K,29.97,5.1,HDR10,343.51,True,2025-06-23 22:32:41.947932
VER_TITLE_000105_000,TITLE_000105,Localized,HD,60,5.1,None,377.98,True,2026-03-30 22:32:41.947962
VER_TITLE_000105_001,TITLE_000105,Remastered,HD,29.97,2.0,None,260.07,False,2026-02-28 22:32:41.947967
VER_TITLE_000106_000,TITLE_000106,Remastered,8K,50,Atmos,Dolby Vision,116.43,False,2025-07-10 22:32:41.948001
VER_TITLE_000106_001,TITLE_000106,Edited,HD,23.976,5.1,HDR10+,419.95,False,2025-10-10 22:32:41.948007
VER_TITLE_000106_002,TITLE_000106,Remastered,4K,25,2.0,Dolby Vision,11.04,True,2025-10-10 22:32:41.948011
VER_TITLE_000107_000,TITLE_000107,Original,4K,29.97,Atmos,HDR10,109.5,True,2026-03-23 22:32:41.948038
VER_TITLE_000107_001,TITLE_000107,Localized,HD,60,Atmos,HDR10,352.8,True,2026-02-16 22:32:41.948043
VER_TITLE_000107_002,TITLE_000107,Remastered,4K,50,7.1,HDR10,183.17,True,2025-06-03 22:32:41.948047
VER_TITLE_000108_000,TITLE_000108,Original,8K,25,Atmos,None,245.65,False,2026-02-01 22:32:41.948077
VER_TITLE_000108_001,TITLE_000108,Original,4K,29.97,Atmos,HDR10+,389.37,False,2026-01-22 22:32:41.948081
VER_TITLE_000108_002,TITLE_000108,Localized,8K,25,7.1,Dolby Vision,202.55,False,2026-02-20 22:32:41.948086
VER_TITLE_000109_000,TITLE_000109,Edited,8K,30,2.0,None,498.16,True,2026-04-12 22:32:41.948114
VER_TITLE_000109_001,TITLE_000109,Localized,HD,30,7.1,HDR10,341.95,False,2026-02-12 22:32:41.948120
VER_TITLE_000109_002,TITLE_000109,Remastered,HD,50,Atmos,None,112.95,False,2025-12-19 22:32:41.948124
VER_TITLE_000109_003,TITLE_000109,Remastered,HD,50,5.1,HDR10+,115.0,False,2026-04-27 22:32:41.948128
VER_TITLE_000109_004,TITLE_000109,Remastered,4K,50,Atmos,None,113.81,True,2026-04-05 22:32:41.948132
VER_TITLE_000110_000,TITLE_000110,Edited,HD,50,7.1,Dolby Vision,326.9,True,2025-06-03 22:32:41.948158
VER_TITLE_000110_001,TITLE_000110,Edited,HD,50,Atmos,Dolby Vision,73.52,True,2025-09-26 22:32:41.948163
VER_TITLE_000110_002,TITLE_000110,Edited,4K,25,Atmos,None,264.86,True,2026-01-13 22:32:41.948168
VER_TITLE_000111_000,TITLE_000111,Localized,8K,50,5.1,None,385.49,False,2026-02-18 22:32:41.948194
VER_TITLE_000112_000,TITLE_000112,Edited,8K,30,7.1,Dolby Vision,122.44,True,2025-09-15 22:32:41.948220
VER_TITLE_000112_001,TITLE_000112,Edited,4K,25,5.1,HDR10,128.57,True,2025-08-27 22:32:41.948224
VER_TITLE_000112_002,TITLE_000112,Original,HD,25,7.1,Dolby Vision,236.32,False,2025-05-29 22:32:41.948229
VER_TITLE_000112_003,TITLE_000112,Localized,8K,50,7.1,HDR10,235.76,False,2026-03-24 22:32:41.948234
VER_TITLE_000113_000,TITLE_000113,Original,4K,29.97,5.1,Dolby Vision,309.89,True,2025-10-04 22:32:41.948259
VER_TITLE_000113_001,TITLE_000113,Localized,HD,30,5.1,Dolby Vision,411.99,False,2026-03-29 22:32:41.948263
VER_TITLE_000113_002,TITLE_000113,Edited,HD,50,5.1,SDR,47.98,False,2025-10-09 22:32:41.948268
VER_TITLE_000113_003,TITLE_000113,Localized,8K,25,2.0,SDR,365.17,False,2026-05-07 22:32:41.948272
VER_TITLE_000113_004,TITLE_000113,Remastered,HD,60,7.1,SDR,259.53,False,2026-01-26 22:32:41.948277
VER_TITLE_000114_000,TITLE_000114,Remastered,4K,29.97,5.1,SDR,179.86,False,2025-09-14 22:32:41.948390
VER_TITLE_000114_001,TITLE_000114,Localized,HD,24,7.1,HDR10,33.04,False,2026-01-10 22:32:41.948397
VER_TITLE_000115_000,TITLE_000115,Localized,4K,60,7.1,None,108.45,True,2026-03-06 22:32:41.948430
VER_TITLE_000115_001,TITLE_000115,Localized,4K,25,7.1,SDR,16.28,False,2025-12-08 22:32:41.948435
VER_TITLE_000116_000,TITLE_000116,Edited,HD,29.97,7.1,HDR10+,155.56,True,2025-06-25 22:32:41.948462
VER_TITLE_000116_001,TITLE_000116,Localized,HD,50,Atmos,HDR10+,223.47,True,2026-05-05 22:32:41.948468
VER_TITLE_000117_000,TITLE_000117,Edited,8K,30,7.1,HDR10+,495.57,False,2025-12-19 22:32:41.948494
VER_TITLE_000118_000,TITLE_000118,Original,HD,30,2.0,Dolby Vision,352.94,True,2026-02-02 22:32:41.948521
VER_TITLE_000118_001,TITLE_000118,Original,4K,30,5.1,HDR10+,36.42,False,2025-12-27 22:32:41.948527
VER_TITLE_000118_002,TITLE_000118,Remastered,8K,50,2.0,Dolby Vision,92.74,False,2026-03-28 22:32:41.948532
VER_TITLE_000118_003,TITLE_000118,Original,8K,24,2.0,HDR10,341.75,True,2025-09-09 22:32:41.948536
VER_TITLE_000118_004,TITLE_000118,Edited,4K,25,5.1,SDR,438.79,False,2025-09-23 22:32:41.948540
VER_TITLE_000118_005,TITLE_000118,Localized,8K,23.976,5.1,HDR10+,327.65,True,2025-09-30 22:32:41.948583
VER_TITLE_000119_000,TITLE_000119,Edited,HD,30,Atmos,SDR,448.99,False,2026-05-08 22:32:41.948707
VER_TITLE_000119_001,TITLE_000119,Localized,4K,30,2.0,SDR,26.87,True,2026-05-18 22:32:41.948717
VER_TITLE_000119_002,TITLE_000119,Remastered,HD,29.97,7.1,None,377.27,True,2025-08-05 22:32:41.948722
VER_TITLE_000120_000,TITLE_000120,Edited,4K,30,Atmos,Dolby Vision,409.36,False,2025-09-14 22:32:41.948778
VER_TITLE_000120_001,TITLE_000120,Remastered,4K,60,Atmos,None,225.34,False,2025-05-28 22:32:41.948783
VER_TITLE_000120_002,TITLE_000120,Edited,HD,25,2.0,HDR10+,321.1,False,2025-08-31 22:32:41.948788
VER_TITLE_000120_003,TITLE_000120,Remastered,8K,30,Atmos,SDR,81.51,True,2025-07-02 22:32:41.948792
VER_TITLE_000121_000,TITLE_000121,Localized,4K,30,2.0,None,193.34,True,2025-08-11 22:32:41.948822
VER_TITLE_000121_001,TITLE_000121,Remastered,4K,25,2.0,HDR10+,52.95,False,2025-10-25 22:32:41.948828
VER_TITLE_000121_002,TITLE_000121,Localized,4K,25,7.1,HDR10,226.02,False,2025-12-21 22:32:41.948833
VER_TITLE_000122_000,TITLE_000122,Original,8K,30,7.1,Dolby Vision,66.51,True,2025-08-12 22:32:41.948860
VER_TITLE_000122_001,TITLE_000122,Localized,8K,30,7.1,HDR10,337.14,False,2025-05-31 22:32:41.948865
VER_TITLE_000122_002,TITLE_000122,Edited,4K,24,5.1,SDR,300.91,False,2025-10-17 22:32:41.948869
VER_TITLE_000122_003,TITLE_000122,Remastered,HD,60,5.1,HDR10+,40.04,False,2025-11-27 22:32:41.948873
VER_TITLE_000123_000,TITLE_000123,Remastered,4K,60,Atmos,HDR10,437.19,True,2025-09-04 22:32:41.948896
VER_TITLE_000123_001,TITLE_000123,Remastered,HD,24,2.0,Dolby Vision,415.15,True,2025-08-22 22:32:41.948901
VER_TITLE_000123_002,TITLE_000123,Edited,HD,23.976,7.1,Dolby Vision,140.78,True,2026-05-20 22:32:41.948905
VER_TITLE_000123_003,TITLE_000123,Remastered,8K,50,2.0,None,460.68,False,2025-12-03 22:32:41.948909
VER_TITLE_000123_004,TITLE_000123,Localized,4K,30,7.1,None,188.47,True,2026-04-10 22:32:41.948913
VER_TITLE_000124_000,TITLE_000124,Edited,HD,50,5.1,None,158.8,False,2026-04-17 22:32:41.948938
VER_TITLE_000124_001,TITLE_000124,Original,HD,50,2.0,HDR10+,377.2,False,2026-04-28 22:32:41.948942
VER_TITLE_000124_002,TITLE_000124,Remastered,HD,24,7.1,HDR10,244.57,False,2025-08-16 22:32:41.948947
VER_TITLE_000124_003,TITLE_000124,Edited,HD,25,2.0,None,376.09,False,2026-01-01 22:32:41.948951
VER_TITLE_000124_004,TITLE_000124,Edited,4K,50,2.0,Dolby Vision,294.83,False,2025-06-11 22:32:41.948955
VER_TITLE_000125_000,TITLE_000125,Localized,8K,25,5.1,SDR,70.42,True,2025-10-07 22:32:41.948980
VER_TITLE_000125_001,TITLE_000125,Remastered,HD,24,5.1,HDR10+,222.12,True,2025-05-28 22:32:41.948984
VER_TITLE_000125_002,TITLE_000125,Original,HD,60,Atmos,HDR10+,233.09,True,2026-01-27 22:32:41.948988
VER_TITLE_000125_003,TITLE_000125,Edited,HD,60,2.0,HDR10+,31.09,False,2026-02-16 22:32:41.948992
VER_TITLE_000125_004,TITLE_000125,Remastered,8K,30,Atmos,Dolby Vision,196.08,False,2025-06-13 22:32:41.948996
VER_TITLE_000125_005,TITLE_000125,Localized,HD,60,2.0,HDR10+,156.1,False,2025-12-14 22:32:41.949000
VER_TITLE_000126_000,TITLE_000126,Edited,HD,23.976,Atmos,HDR10+,362.02,False,2025-12-12 22:32:41.949025
VER_TITLE_000127_000,TITLE_000127,Remastered,HD,60,7.1,HDR10,378.1,False,2026-03-27 22:32:41.949052
VER_TITLE_000127_001,TITLE_000127,Original,HD,60,7.1,SDR,242.78,True,2026-05-21 22:32:41.949057
VER_TITLE_000127_002,TITLE_000127,Localized,8K,29.97,5.1,Dolby Vision,416.9,True,2026-02-27 22:32:41.949062
VER_TITLE_000127_003,TITLE_000127,Edited,8K,30,Atmos,SDR,321.69,True,2025-08-17 22:32:41.949066
VER_TITLE_000128_000,TITLE_000128,Original,HD,29.97,2.0,HDR10+,374.1,True,2026-03-09 22:32:41.949090
VER_TITLE_000128_001,TITLE_000128,Original,HD,30,5.1,None,46.87,True,2025-12-03 22:32:41.949095
VER_TITLE_000128_002,TITLE_000128,Remastered,HD,50,7.1,HDR10,355.98,False,2025-11-27 22:32:41.949099
VER_TITLE_000128_003,TITLE_000128,Edited,4K,29.97,5.1,Dolby Vision,186.99,False,2025-06-13 22:32:41.949103
VER_TITLE_000128_004,TITLE_000128,Localized,8K,24,Atmos,Dolby Vision,259.75,True,2026-01-31 22:32:41.949107
